"","x"
"2352","DC"
"2353","Naive CD4+ T"
"2354","Effector CD8+ T"
"2355","NK"
"2356","unknown"
"2357","Monocytes"
"2358","Naive CD8+ T"
"2359","Naive CD4+ T"
"2360","Effector CD8+ T"
"2361","Effector CD8+ T"
"2362","Effector CD4+ T"
"2363","Naive CD4+ T"
"2364","Naive CD8+ T"
"2365","NK"
"2366","Naive CD4+ T"
"2367","Effector CD4+ T"
"2368","Naive CD4+ T"
"2369","Effector CD8+ T"
"2370","Naive CD4+ T"
"2371","Monocytes"
"2372","Effector CD4+ T"
"2373","Effector CD8+ T"
"2374","Effector CD4+ T"
"2375","Effector CD4+ T"
"2376","Naive CD4+ T"
"2377","NK"
"2378","Naive CD8+ T"
"2379","Effector CD4+ T"
"2380","B"
"2381","Effector CD4+ T"
"2382","Naive CD8+ T"
"2383","B"
"2384","Monocytes"
"2385","DC"
"2386","Effector CD4+ T"
"2387","Naive CD4+ T"
"2388","Effector CD8+ T"
"2389","NK"
"2390","Effector CD4+ T"
"2391","Naive CD8+ T"
"2392","Effector CD4+ T"
"2393","Effector CD4+ T"
"2394","Effector CD8+ T"
"2395","Naive CD4+ T"
"2396","Naive CD4+ T"
"2397","NK"
"2398","B"
"2399","Effector CD4+ T"
"2400","Naive CD4+ T"
"2401","Effector CD4+ T"
"2402","Effector CD4+ T"
"2403","Naive CD4+ T"
"2404","Effector CD8+ T"
"2405","Naive CD4+ T"
"2406","Effector CD4+ T"
"2407","Naive CD4+ T"
"2408","B"
"2409","Naive CD8+ T"
"2410","Effector CD8+ T"
"2411","Monocytes"
"2412","Naive CD4+ T"
"2413","Effector CD4+ T"
"2414","Effector CD4+ T"
"2415","Naive CD4+ T"
"2416","NK"
"2417","Effector CD8+ T"
"2418","Naive CD4+ T"
"2419","Effector CD8+ T"
"2420","NK"
"2421","NK"
"2422","Monocytes"
"2423","Naive CD4+ T"
"2424","Naive CD4+ T"
"2425","Effector CD4+ T"
"2426","Naive CD4+ T"
"2427","Naive CD4+ T"
"2428","Effector CD4+ T"
"2429","Monocytes"
"2430","Effector CD4+ T"
"2431","Naive CD4+ T"
"2432","Effector CD4+ T"
"2433","Effector CD4+ T"
"2434","DC"
"2435","Effector CD4+ T"
"2436","NK"
"2437","NK"
"2438","DC"
"2439","Effector CD4+ T"
"2440","NK"
"2441","Effector CD4+ T"
"2442","Effector CD4+ T"
"2443","Monocytes"
"2444","NK"
"2445","Naive CD8+ T"
"2446","Naive CD4+ T"
"2447","Monocytes"
"2448","Effector CD4+ T"
"2449","Monocytes"
"2450","Monocytes"
"2451","Effector CD4+ T"
"2452","Effector CD4+ T"
"2453","Naive CD8+ T"
"2454","NK"
"2455","Naive CD4+ T"
"2456","unknown"
"2457","Effector CD4+ T"
"2458","Effector CD4+ T"
"2459","Effector CD4+ T"
"2460","Effector CD4+ T"
"2461","Effector CD8+ T"
"2462","Effector CD4+ T"
"2463","Effector CD4+ T"
"2464","B"
"2465","Monocytes"
"2466","Naive CD8+ T"
"2467","Naive CD4+ T"
"2468","Effector CD8+ T"
"2469","Naive CD4+ T"
"2470","Naive CD4+ T"
"2471","Monocytes"
"2472","Effector CD8+ T"
"2473","Naive CD4+ T"
"2474","B"
"2475","B"
"2476","Effector CD4+ T"
"2477","Effector CD4+ T"
"2478","Effector CD8+ T"
"2479","Naive CD4+ T"
"2480","Naive CD4+ T"
"2481","Naive CD4+ T"
"2482","Naive CD4+ T"
"2483","Effector CD4+ T"
"2484","Effector CD4+ T"
"2485","Monocytes"
"2486","Effector CD4+ T"
"2487","Naive CD4+ T"
"2488","Naive CD8+ T"
"2489","Effector CD4+ T"
"2490","Effector CD4+ T"
"2491","NK"
"2492","Naive CD4+ T"
"2493","Monocytes"
"2494","Effector CD4+ T"
"2495","NK"
"2496","Naive CD4+ T"
"2497","Effector CD4+ T"
"2498","Naive CD4+ T"
"2499","DC"
"2500","NK"
"2501","Effector CD8+ T"
"2502","Naive CD4+ T"
"2503","NK"
"2504","DC"
"2505","Effector CD4+ T"
"2506","NK"
"2507","Naive CD4+ T"
"2508","Effector CD8+ T"
"2509","unknown"
"2510","Effector CD8+ T"
"2511","Naive CD4+ T"
"2512","NK"
"2513","Naive CD8+ T"
"2514","B"
"2515","Naive CD4+ T"
"2516","Effector CD8+ T"
"2517","Effector CD8+ T"
"2518","Naive CD4+ T"
"2519","Naive CD4+ T"
"2520","Naive CD4+ T"
"2521","Naive CD4+ T"
"2522","Naive CD4+ T"
"2523","B"
"2524","NK"
"2525","Effector CD8+ T"
"2526","NK"
"2527","Naive CD4+ T"
"2528","Naive CD4+ T"
"2529","Effector CD4+ T"
"2530","NK"
"2531","Effector CD4+ T"
"2532","Naive CD4+ T"
"2533","Naive CD8+ T"
"2534","Naive CD4+ T"
"2535","Effector CD4+ T"
"2536","Effector CD4+ T"
"2537","Naive CD4+ T"
"2538","NK"
"2539","Naive CD4+ T"
"2540","Effector CD8+ T"
"2541","Naive CD4+ T"
"2542","NK"
"2543","Naive CD4+ T"
"2544","Naive CD4+ T"
"2545","Naive CD4+ T"
"2546","NK"
"2547","Naive CD8+ T"
"2548","Effector CD4+ T"
"2549","Effector CD8+ T"
"2550","Effector CD4+ T"
"2551","Effector CD8+ T"
"2552","Naive CD4+ T"
"2553","Effector CD4+ T"
"2554","NK"
"2555","unknown"
"2556","Naive CD4+ T"
"2557","Naive CD4+ T"
"2558","unknown"
"2559","Naive CD8+ T"
"2560","Naive CD4+ T"
"2561","Naive CD4+ T"
"2562","Effector CD4+ T"
"2563","Naive CD4+ T"
"2564","Naive CD8+ T"
"2565","unknown"
"2566","Effector CD4+ T"
"2567","Naive CD8+ T"
"2568","Effector CD8+ T"
"2569","Effector CD4+ T"
"2570","Monocytes"
"2571","Naive CD4+ T"
"2572","Effector CD8+ T"
"2573","Effector CD4+ T"
"2574","Naive CD4+ T"
"2575","Effector CD8+ T"
"2576","Naive CD4+ T"
"2577","NK"
"2578","NK"
"2579","NK"
"2580","Monocytes"
"2581","Naive CD8+ T"
"2582","Naive CD4+ T"
"2583","NK"
"2584","Monocytes"
"2585","Naive CD4+ T"
"2586","Effector CD4+ T"
"2587","Effector CD8+ T"
"2588","NK"
"2589","Naive CD8+ T"
"2590","Effector CD4+ T"
"2591","Naive CD4+ T"
"2592","Effector CD4+ T"
"2593","Monocytes"
"2594","Naive CD8+ T"
"2595","Naive CD4+ T"
"2596","Effector CD8+ T"
"2597","Naive CD4+ T"
"2598","Effector CD8+ T"
"2599","Effector CD8+ T"
"2600","B"
"2601","Monocytes"
"2602","Effector CD4+ T"
"2603","Monocytes"
"2604","Naive CD4+ T"
"2605","Monocytes"
"2606","Naive CD8+ T"
"2607","Monocytes"
"2608","NK"
"2609","Effector CD4+ T"
"2610","NK"
"2611","Naive CD4+ T"
"2612","Effector CD4+ T"
"2613","Effector CD4+ T"
"2614","Effector CD4+ T"
"2615","Monocytes"
"2616","Effector CD4+ T"
"2617","Naive CD4+ T"
"2618","Effector CD4+ T"
"2619","Naive CD4+ T"
"2620","Effector CD4+ T"
"2621","Effector CD4+ T"
"2622","Naive CD4+ T"
"2623","NK"
"2624","Effector CD8+ T"
"2625","Naive CD4+ T"
"2626","Naive CD4+ T"
"2627","Naive CD4+ T"
"2628","Naive CD4+ T"
"2629","Effector CD8+ T"
"2630","Naive CD8+ T"
"2631","Naive CD8+ T"
"2632","Monocytes"
"2633","Effector CD4+ T"
"2634","Naive CD4+ T"
"2635","Naive CD4+ T"
"2636","Naive CD4+ T"
"2637","DC"
"2638","unknown"
"2639","Naive CD4+ T"
"2640","Naive CD4+ T"
"2641","Naive CD4+ T"
"2642","Naive CD8+ T"
"2643","Effector CD4+ T"
"2644","Naive CD4+ T"
"2645","Naive CD8+ T"
"2646","unknown"
"2647","Naive CD4+ T"
"2648","B"
"2649","Effector CD4+ T"
"2650","Naive CD4+ T"
"2651","Effector CD4+ T"
"2652","Naive CD4+ T"
"2653","Effector CD4+ T"
"2654","NK"
"2655","Effector CD8+ T"
"2656","Monocytes"
"2657","Effector CD4+ T"
"2658","Effector CD4+ T"
"2659","Naive CD8+ T"
"2660","Effector CD4+ T"
"2661","Naive CD4+ T"
"2662","Naive CD4+ T"
"2663","Effector CD4+ T"
"2664","Effector CD8+ T"
"2665","unknown"
"2666","Monocytes"
"2667","Effector CD4+ T"
"2668","Monocytes"
"2669","Effector CD4+ T"
"2670","unknown"
"2671","Naive CD8+ T"
"2672","Naive CD4+ T"
"2673","unknown"
"2674","Naive CD4+ T"
"2675","DC"
"2676","NK"
"2677","Effector CD8+ T"
"2678","Naive CD8+ T"
"2679","Naive CD4+ T"
"2680","Naive CD8+ T"
"2681","Naive CD4+ T"
"2682","Naive CD4+ T"
"2683","Naive CD4+ T"
"2684","Naive CD8+ T"
"2685","NK"
"2686","Naive CD4+ T"
"2687","Effector CD8+ T"
"2688","NK"
"2689","Monocytes"
"2690","Naive CD4+ T"
"2691","Effector CD8+ T"
"2692","Effector CD8+ T"
"2693","Naive CD4+ T"
"2694","Naive CD8+ T"
"2695","Effector CD4+ T"
"2696","DC"
"2697","Naive CD4+ T"
"2698","NK"
"2699","Monocytes"
"2700","Naive CD4+ T"
"2701","DC"
"2702","NK"
"2703","Effector CD4+ T"
"2704","Effector CD4+ T"
"2705","NK"
"2706","Effector CD4+ T"
"2707","Effector CD4+ T"
"2708","DC"
"2709","Naive CD8+ T"
"2710","Effector CD4+ T"
"2711","Effector CD8+ T"
"2712","Effector CD4+ T"
"2713","Naive CD4+ T"
"2714","Monocytes"
"2715","Effector CD8+ T"
"2716","unknown"
"2717","Effector CD4+ T"
"2718","Naive CD4+ T"
"2719","Monocytes"
"2720","B"
"2721","Naive CD4+ T"
"2722","B"
"2723","Monocytes"
"2724","Naive CD4+ T"
"2725","NK"
"2726","NK"
"2727","Naive CD4+ T"
"2728","Naive CD4+ T"
"2729","Effector CD4+ T"
"2730","Naive CD4+ T"
"2731","Naive CD4+ T"
"2732","B"
"2733","Monocytes"
"2734","B"
"2735","Naive CD8+ T"
"2736","B"
"2737","NK"
"2738","NK"
"2739","NK"
"2740","Naive CD8+ T"
"2741","Effector CD8+ T"
"2742","NK"
"2743","Effector CD4+ T"
"2744","Naive CD4+ T"
"2745","Effector CD4+ T"
"2746","NK"
"2747","Effector CD8+ T"
"2748","Naive CD4+ T"
"2749","Effector CD4+ T"
"2750","Naive CD8+ T"
"2751","Naive CD8+ T"
"2752","NK"
"2753","Naive CD4+ T"
"2754","Naive CD4+ T"
"2755","Effector CD4+ T"
"2756","Naive CD4+ T"
"2757","Effector CD8+ T"
"2758","unknown"
"2759","Effector CD8+ T"
"2760","Effector CD4+ T"
"2761","Effector CD4+ T"
"2762","NK"
"2763","Naive CD4+ T"
"2764","Effector CD4+ T"
"2765","DC"
"2766","Effector CD8+ T"
"2767","Effector CD4+ T"
"2768","NK"
"2769","unknown"
"2770","Monocytes"
"2771","Effector CD4+ T"
"2772","Effector CD8+ T"
"2773","Effector CD4+ T"
"2774","Naive CD8+ T"
"2775","Naive CD8+ T"
"2776","Effector CD8+ T"
"2777","DC"
"2778","Naive CD8+ T"
"2779","Naive CD4+ T"
"2780","Naive CD4+ T"
"2781","Effector CD4+ T"
"2782","Effector CD8+ T"
"2783","Naive CD4+ T"
"2784","Effector CD4+ T"
"2785","Naive CD4+ T"
"2786","Naive CD4+ T"
"2787","Naive CD4+ T"
"2788","Naive CD8+ T"
"2789","Naive CD8+ T"
"2790","unknown"
"2791","Monocytes"
"2792","Naive CD8+ T"
"2793","Effector CD8+ T"
"2794","Naive CD4+ T"
"2795","Effector CD8+ T"
"2796","Naive CD4+ T"
"2797","Effector CD4+ T"
"2798","Naive CD4+ T"
"2799","Naive CD4+ T"
"2800","Effector CD4+ T"
"2801","Effector CD4+ T"
"2802","Naive CD4+ T"
"2803","Naive CD4+ T"
"2804","Effector CD8+ T"
"2805","Effector CD4+ T"
"2806","DC"
"2807","Naive CD4+ T"
"2808","Monocytes"
"2809","Naive CD4+ T"
"2810","Effector CD4+ T"
"2811","Effector CD4+ T"
"2812","Naive CD8+ T"
"2813","NK"
"2814","NK"
"2815","unknown"
"2816","unknown"
"2817","Naive CD4+ T"
"2818","Naive CD4+ T"
"2819","NK"
"2820","Naive CD4+ T"
"2821","Monocytes"
"2822","Naive CD4+ T"
"2823","B"
"2824","Naive CD4+ T"
"2825","DC"
"2826","NK"
"2827","Effector CD8+ T"
"2828","Monocytes"
"2829","Naive CD8+ T"
"2830","Effector CD4+ T"
"2831","Naive CD8+ T"
"2832","unknown"
"2833","Naive CD4+ T"
"2834","Naive CD4+ T"
"2835","Monocytes"
"2836","Monocytes"
"2837","unknown"
"2838","Naive CD4+ T"
"2839","Effector CD4+ T"
"2840","Monocytes"
"2841","Effector CD8+ T"
"2842","Naive CD4+ T"
"2843","Monocytes"
"2844","Naive CD8+ T"
"2845","Monocytes"
"2846","Monocytes"
"2847","Naive CD8+ T"
"2848","NK"
"2849","Naive CD4+ T"
"2850","Effector CD4+ T"
"2851","Effector CD4+ T"
"2852","NK"
"2853","Effector CD4+ T"
"2854","Effector CD4+ T"
"2855","Effector CD4+ T"
"2856","Naive CD4+ T"
"2857","Naive CD4+ T"
"2858","Effector CD4+ T"
"2859","Naive CD4+ T"
"2860","Naive CD8+ T"
"2861","Naive CD4+ T"
"2862","Effector CD4+ T"
"2863","Naive CD4+ T"
"2864","Effector CD8+ T"
"2865","Naive CD8+ T"
"2866","DC"
"2867","Naive CD4+ T"
"2868","Naive CD8+ T"
"2869","Naive CD8+ T"
"2870","B"
"2871","Naive CD4+ T"
"2872","Naive CD4+ T"
"2873","Monocytes"
"2874","Effector CD8+ T"
"2875","B"
"2876","Naive CD8+ T"
"2877","Effector CD4+ T"
"2878","Effector CD8+ T"
"2879","Monocytes"
"2880","Naive CD4+ T"
"2881","Effector CD8+ T"
"2882","Naive CD4+ T"
"2883","Naive CD4+ T"
"2884","Effector CD8+ T"
"2885","Effector CD4+ T"
"2886","Naive CD8+ T"
"2887","NK"
"2888","Effector CD8+ T"
"2889","DC"
"2890","Naive CD8+ T"
"2891","Effector CD4+ T"
"2892","Effector CD4+ T"
"2893","Effector CD4+ T"
"2894","Effector CD4+ T"
"2895","Monocytes"
"2896","Naive CD8+ T"
"2897","NK"
"2898","Naive CD8+ T"
"2899","NK"
"2900","Effector CD8+ T"
"2901","Naive CD8+ T"
"2902","Naive CD4+ T"
"2903","B"
"2904","Naive CD4+ T"
"2905","Effector CD8+ T"
"2906","Effector CD8+ T"
"2907","Effector CD4+ T"
"2908","Effector CD4+ T"
"2909","Effector CD4+ T"
"2910","Effector CD4+ T"
"2911","NK"
"2912","Naive CD4+ T"
"2913","Effector CD4+ T"
"2914","Naive CD4+ T"
"2915","Naive CD4+ T"
"2916","Effector CD8+ T"
"2917","Naive CD4+ T"
"2918","unknown"
"2919","Monocytes"
"2920","Effector CD8+ T"
"2921","Monocytes"
"2922","Naive CD8+ T"
"2923","Effector CD4+ T"
"2924","Effector CD8+ T"
"2925","Monocytes"
"2926","Effector CD4+ T"
"2927","unknown"
"2928","Naive CD8+ T"
"2929","NK"
"2930","Naive CD4+ T"
"2931","Naive CD4+ T"
"2932","Monocytes"
"2933","Naive CD4+ T"
"2934","Naive CD4+ T"
"2935","Naive CD8+ T"
"2936","Effector CD4+ T"
"2937","Effector CD4+ T"
"2938","Naive CD4+ T"
"2939","Naive CD8+ T"
"2940","NK"
"2941","Effector CD4+ T"
"2942","Naive CD4+ T"
"2943","Naive CD4+ T"
"2944","Effector CD8+ T"
"2945","Naive CD8+ T"
"2946","Effector CD4+ T"
"2947","Naive CD8+ T"
"2948","Effector CD4+ T"
"2949","Naive CD8+ T"
"2950","Effector CD4+ T"
"2951","Effector CD4+ T"
"2952","Naive CD8+ T"
"2953","NK"
"2954","Naive CD4+ T"
"2955","Naive CD8+ T"
"2956","Effector CD4+ T"
"2957","Naive CD4+ T"
"2958","Monocytes"
"2959","Effector CD8+ T"
"2960","Naive CD8+ T"
"2961","Effector CD4+ T"
"2962","Effector CD4+ T"
"2963","Effector CD4+ T"
"2964","Naive CD4+ T"
"2965","Monocytes"
"2966","Effector CD4+ T"
"2967","Naive CD4+ T"
"2968","Naive CD8+ T"
"2969","Monocytes"
"2970","Effector CD4+ T"
"2971","Effector CD4+ T"
"2972","Monocytes"
"2973","Effector CD4+ T"
"2974","Monocytes"
"2975","Monocytes"
"2976","Naive CD8+ T"
"2977","Effector CD4+ T"
"2978","NK"
"2979","Effector CD4+ T"
"2980","Monocytes"
"2981","Effector CD4+ T"
"2982","Effector CD8+ T"
"2983","Effector CD8+ T"
"2984","Effector CD4+ T"
"2985","unknown"
"2986","Effector CD4+ T"
"2987","Naive CD8+ T"
"2988","Effector CD8+ T"
"2989","Effector CD4+ T"
"2990","Effector CD8+ T"
"2991","Effector CD4+ T"
"2992","NK"
"2993","Effector CD4+ T"
"2994","Effector CD4+ T"
"2995","Effector CD8+ T"
"2996","B"
"2997","Effector CD8+ T"
"2998","Effector CD4+ T"
"2999","Effector CD4+ T"
"3000","Naive CD4+ T"
"3001","Effector CD8+ T"
"3002","NK"
"3003","DC"
"3004","Naive CD8+ T"
"3005","Effector CD8+ T"
"3006","Monocytes"
"3007","Effector CD8+ T"
"3008","Effector CD4+ T"
"3009","DC"
"3010","Effector CD4+ T"
"3011","unknown"
"3012","Naive CD8+ T"
"3013","Effector CD4+ T"
"3014","Monocytes"
"3015","Effector CD4+ T"
"3016","Effector CD8+ T"
"3017","Naive CD4+ T"
"3018","Naive CD8+ T"
"3019","Effector CD4+ T"
"3020","Naive CD4+ T"
"3021","Naive CD4+ T"
"3022","Naive CD4+ T"
"3023","Naive CD4+ T"
"3024","Effector CD4+ T"
"3025","Naive CD4+ T"
"3026","Naive CD4+ T"
"3027","Effector CD4+ T"
"3028","Naive CD4+ T"
"3029","Effector CD4+ T"
"3030","unknown"
"3031","Naive CD8+ T"
"3032","Effector CD4+ T"
"3033","Effector CD4+ T"
"3034","Monocytes"
"3035","Monocytes"
"3036","Naive CD4+ T"
"3037","Naive CD8+ T"
"3038","Effector CD4+ T"
"3039","Naive CD8+ T"
"3040","Effector CD4+ T"
"3041","Effector CD4+ T"
"3042","Naive CD8+ T"
"3043","Effector CD4+ T"
"3044","Effector CD8+ T"
"3045","Effector CD4+ T"
"3046","NK"
"3047","Monocytes"
"3048","Naive CD4+ T"
"3049","Effector CD4+ T"
"3050","Effector CD8+ T"
"3051","Effector CD4+ T"
"3052","Effector CD4+ T"
"3053","B"
"3054","Monocytes"
"3055","Effector CD4+ T"
"3056","Naive CD4+ T"
"3057","NK"
"3058","Monocytes"
"3059","Effector CD4+ T"
"3060","Effector CD4+ T"
"3061","Naive CD4+ T"
"3062","DC"
"3063","NK"
"3064","Naive CD4+ T"
"3065","Naive CD4+ T"
"3066","Naive CD4+ T"
"3067","Naive CD4+ T"
"3068","Naive CD8+ T"
"3069","Naive CD8+ T"
"3070","Effector CD4+ T"
"3071","Naive CD4+ T"
"3072","Effector CD4+ T"
"3073","Effector CD8+ T"
"3074","Effector CD4+ T"
"3075","Naive CD4+ T"
"3076","Effector CD8+ T"
"3077","unknown"
"3078","Effector CD4+ T"
"3079","Effector CD4+ T"
"3080","DC"
"3081","Monocytes"
"3082","NK"
"3083","Naive CD4+ T"
"3084","Effector CD4+ T"
"3085","Effector CD8+ T"
"3086","Effector CD4+ T"
"3087","B"
"3088","Naive CD4+ T"
"3089","unknown"
"3090","Effector CD4+ T"
"3091","Effector CD8+ T"
"3092","Naive CD4+ T"
"3093","Naive CD4+ T"
"3094","Effector CD8+ T"
"3095","Naive CD4+ T"
"3096","Naive CD8+ T"
"3097","Naive CD4+ T"
"3098","Effector CD8+ T"
"3099","unknown"
"3100","DC"
"3101","Naive CD4+ T"
"3102","B"
"3103","Effector CD4+ T"
"3104","Naive CD8+ T"
"3105","NK"
"3106","Effector CD4+ T"
"3107","Naive CD4+ T"
"3108","Effector CD4+ T"
"3109","Naive CD4+ T"
"3110","Effector CD8+ T"
"3111","Monocytes"
"3112","Effector CD4+ T"
"3113","Monocytes"
"3114","B"
"3115","unknown"
"3116","Naive CD4+ T"
"3117","NK"
"3118","Effector CD4+ T"
"3119","Effector CD8+ T"
"3120","Effector CD4+ T"
"3121","Naive CD4+ T"
"3122","NK"
"3123","Monocytes"
"3124","Effector CD4+ T"
"3125","Monocytes"
"3126","Naive CD4+ T"
"3127","NK"
"3128","Effector CD8+ T"
"3129","Naive CD4+ T"
"3130","Naive CD4+ T"
"3131","Effector CD4+ T"
"3132","Monocytes"
"3133","NK"
"3134","NK"
"3135","Naive CD4+ T"
"3136","Naive CD4+ T"
"3137","Effector CD4+ T"
"3138","NK"
"3139","NK"
"3140","NK"
"3141","Effector CD4+ T"
"3142","NK"
"3143","Effector CD4+ T"
"3144","NK"
"3145","NK"
"3146","Monocytes"
"3147","Effector CD4+ T"
"3148","Naive CD4+ T"
"3149","Monocytes"
"3150","unknown"
"3151","NK"
"3152","DC"
"3153","Naive CD8+ T"
"3154","DC"
"3155","Naive CD8+ T"
"3156","Monocytes"
"3157","Effector CD4+ T"
"3158","Effector CD4+ T"
"3159","B"
"3160","Naive CD4+ T"
"3161","Monocytes"
"3162","Effector CD8+ T"
"3163","Effector CD8+ T"
"3164","Naive CD4+ T"
"3165","Effector CD4+ T"
"3166","Effector CD8+ T"
"3167","Naive CD8+ T"
"3168","Naive CD4+ T"
"3169","B"
"3170","Naive CD8+ T"
"3171","Effector CD4+ T"
"3172","Naive CD4+ T"
"3173","Effector CD4+ T"
"3174","Naive CD4+ T"
"3175","NK"
"3176","Effector CD8+ T"
"3177","Naive CD8+ T"
"3178","Naive CD4+ T"
"3179","B"
"3180","unknown"
"3181","Effector CD8+ T"
"3182","Effector CD4+ T"
"3183","Naive CD4+ T"
"3184","Effector CD4+ T"
"3185","Effector CD4+ T"
"3186","Monocytes"
"3187","NK"
"3188","Effector CD4+ T"
"3189","Naive CD4+ T"
"3190","Monocytes"
"3191","Naive CD4+ T"
"3192","Naive CD4+ T"
"3193","NK"
"3194","Effector CD4+ T"
"3195","Naive CD4+ T"
"3196","Naive CD8+ T"
"3197","Effector CD8+ T"
"3198","B"
"3199","Naive CD4+ T"
"3200","Monocytes"
"3201","Effector CD4+ T"
"3202","Monocytes"
"3203","Effector CD4+ T"
"3204","Naive CD8+ T"
"3205","Monocytes"
"3206","Monocytes"
"3207","Naive CD4+ T"
"3208","NK"
"3209","Effector CD4+ T"
"3210","NK"
"3211","Naive CD4+ T"
"3212","Monocytes"
"3213","NK"
"3214","Effector CD4+ T"
"3215","Naive CD4+ T"
"3216","Effector CD8+ T"
"3217","Naive CD4+ T"
"3218","Monocytes"
"3219","B"
"3220","Naive CD4+ T"
"3221","DC"
"3222","Naive CD4+ T"
"3223","Effector CD4+ T"
"3224","Monocytes"
"3225","Naive CD4+ T"
"3226","Monocytes"
"3227","unknown"
"3228","Naive CD8+ T"
"3229","Effector CD8+ T"
"3230","Effector CD8+ T"
"3231","Effector CD4+ T"
"3232","Naive CD4+ T"
"3233","Naive CD4+ T"
"3234","Naive CD4+ T"
"3235","Naive CD4+ T"
"3236","Naive CD8+ T"
"3237","Naive CD8+ T"
"3238","Monocytes"
"3239","Monocytes"
"3240","Monocytes"
"3241","unknown"
"3242","Effector CD8+ T"
"3243","Effector CD8+ T"
"3244","Naive CD8+ T"
"3245","Naive CD8+ T"
"3246","Effector CD8+ T"
"3247","Naive CD4+ T"
"3248","NK"
"3249","NK"
"3250","Monocytes"
"3251","Effector CD4+ T"
"3252","Naive CD8+ T"
"3253","NK"
"3254","Monocytes"
"3255","Effector CD8+ T"
"3256","Naive CD8+ T"
"3257","Naive CD4+ T"
"3258","Effector CD4+ T"
"3259","unknown"
"3260","Effector CD4+ T"
"3261","B"
"3262","Effector CD4+ T"
"3263","Naive CD4+ T"
"3264","Naive CD4+ T"
"3265","Effector CD8+ T"
"3266","Effector CD4+ T"
"3267","Effector CD4+ T"
"3268","Naive CD8+ T"
"3269","Effector CD4+ T"
"3270","Naive CD8+ T"
"3271","Naive CD4+ T"
"3272","Naive CD4+ T"
"3273","Effector CD4+ T"
"3274","Effector CD4+ T"
"3275","Naive CD4+ T"
"3276","Effector CD8+ T"
"3277","Effector CD4+ T"
"3278","Effector CD4+ T"
"3279","Effector CD4+ T"
"3280","Effector CD4+ T"
"3281","Naive CD4+ T"
"3282","Monocytes"
"3283","Effector CD8+ T"
"3284","Effector CD4+ T"
"3285","Naive CD8+ T"
"3286","Naive CD4+ T"
"3287","Naive CD4+ T"
"3288","Naive CD4+ T"
"3289","Effector CD4+ T"
"3290","Effector CD4+ T"
"3291","Effector CD4+ T"
"3292","Effector CD8+ T"
"3293","DC"
"3294","B"
"3295","Effector CD4+ T"
"3296","Naive CD4+ T"
"3297","Effector CD4+ T"
"3298","Naive CD4+ T"
"3299","Naive CD4+ T"
"3300","Effector CD4+ T"
"3301","DC"
"3302","Naive CD8+ T"
"3303","Naive CD8+ T"
"3304","DC"
"3305","Naive CD8+ T"
"3306","Monocytes"
"3307","Effector CD4+ T"
"3308","Effector CD4+ T"
"3309","B"
"3310","Naive CD8+ T"
"3311","Naive CD4+ T"
"3312","Naive CD8+ T"
"3313","Effector CD4+ T"
"3314","B"
"3315","Naive CD4+ T"
"3316","Naive CD4+ T"
"3317","Naive CD4+ T"
"3318","Effector CD4+ T"
"3319","Effector CD8+ T"
"3320","Effector CD4+ T"
"3321","NK"
"3322","Effector CD8+ T"
"3323","DC"
"3324","Effector CD4+ T"
"3325","Effector CD4+ T"
"3326","Effector CD4+ T"
"3327","Monocytes"
"3328","Naive CD4+ T"
"3329","Effector CD4+ T"
"3330","DC"
"3331","Effector CD4+ T"
"3332","Naive CD8+ T"
"3333","Naive CD4+ T"
"3334","Effector CD4+ T"
"3335","Effector CD4+ T"
"3336","Naive CD8+ T"
"3337","Naive CD4+ T"
"3338","Effector CD4+ T"
"3339","B"
"3340","Effector CD4+ T"
"3341","Naive CD4+ T"
"3342","Monocytes"
"3343","DC"
"3344","Naive CD4+ T"
"3345","Naive CD4+ T"
"3346","Effector CD8+ T"
"3347","Monocytes"
"3348","B"
"3349","NK"
"3350","Effector CD4+ T"
"3351","Effector CD8+ T"
"3352","Monocytes"
"3353","Naive CD4+ T"
"3354","Naive CD8+ T"
"3355","unknown"
"3356","Monocytes"
"3357","Effector CD4+ T"
"3358","Naive CD4+ T"
"3359","Effector CD4+ T"
"3360","Effector CD4+ T"
"3361","Naive CD4+ T"
"3362","Effector CD4+ T"
"3363","Monocytes"
"3364","Effector CD4+ T"
"3365","B"
"3366","Naive CD8+ T"
"3367","unknown"
"3368","Naive CD4+ T"
"3369","Effector CD4+ T"
"3370","Naive CD8+ T"
"3371","Monocytes"
"3372","Monocytes"
"3373","Naive CD4+ T"
"3374","NK"
"3375","Effector CD8+ T"
"3376","Effector CD4+ T"
"3377","Naive CD4+ T"
"3378","Naive CD4+ T"
"3379","Naive CD4+ T"
"3380","Effector CD4+ T"
"3381","B"
"3382","Effector CD8+ T"
"3383","Naive CD4+ T"
"3384","Effector CD4+ T"
"3385","unknown"
"3386","Naive CD8+ T"
"3387","Naive CD8+ T"
"3388","Effector CD4+ T"
"3389","Naive CD4+ T"
"3390","Effector CD4+ T"
"3391","Naive CD8+ T"
"3392","Effector CD4+ T"
"3393","NK"
"3394","Effector CD4+ T"
"3395","Monocytes"
"3396","Effector CD8+ T"
"3397","Effector CD4+ T"
"3398","Naive CD4+ T"
"3399","Effector CD4+ T"
"3400","unknown"
"3401","Naive CD4+ T"
"3402","DC"
"3403","unknown"
"3404","NK"
"3405","Naive CD4+ T"
"3406","Naive CD4+ T"
"3407","Effector CD4+ T"
